사번,이름,성별,나이,근속기간,입사년도,직급,팀구분,퇴직구분,초과근무,성과점수,미사용.휴가일수,연봉,사번_masked
5192,Employee_0942,여,31,16,2010,사원,인사,Yes,266,94,8,43059063,EID-****-192
3345,Employee_0943,남,39,19,2014,주임,총무,No,116,34,24,85127987,EID-****-345
384,Employee_0944,여,29,12,2011,사원,기획,No,25,70,3,75032744,EID-****
790,Employee_0945,남,35,13,2012,부장,마켓팅,No,136,35,7,138206598,EID-****
4615,Employee_0946,남,30,14,2013,인턴,재무,No,97,35,6,27243924,EID-****-615
3263,Employee_0947,남,47,28,2014,대리,영업,No,56,53,12,106558265,EID-****-263
628,Employee_0948,남,33,12,2012,주임,개발,No,122,39,27,96267778,EID-****
4005,Employee_0949,남,44,21,2012,사원,법무,No,155,49,19,71321911,EID-****-005
1161,Employee_0950,남,36,18,2015,차장,개발,No,71,43,9,131716633,EID-****-161
4660,Employee_0951,남,29,9,2013,주임,인사,No,95,55,13,81640139,EID-****-660
2139,Employee_0952,남,42,22,2011,사원,총무,No,153,36,6,71826841,EID-****-139
554,Employee_0953,남,33,12,2011,사원,기획,No,153,31,14,58349028,EID-****
579,Employee_0954,남,36,14,2011,대리,마켓팅,No,149,71,17,103186633,EID-****
1192,Employee_0955,남,26,8,2016,인턴,재무,No,162,45,8,29428785,EID-****-192
5079,Employee_0956,남,31,13,2013,사원,개발,No,153,36,24,65222709,EID-****-079
2035,Employee_0957,남,45,29,2011,주임,영업,No,69,63,6,90775696,EID-****-035
537,Employee_0958,남,30,11,2011,대리,법무,No,410,67,5,114838924,EID-****
1724,Employee_0959,남,42,24,2011,대리,인사,No,38,41,16,112464341,EID-****-724
4480,Employee_0960,여,31,14,2012,주임,총무,Yes,170,41,11,92609063,EID-****-480
1802,Employee_0961,남,43,21,2011,사원,기획,No,377,37,13,73349376,EID-****-802
3646,Employee_0962,남,37,18,2010,주임,영업,Yes,330,51,10,81345417,EID-****-646
5708,Employee_0963,남,38,18,2016,사원,마켓팅,No,317,50,6,46574202,EID-****-708
4608,Employee_0964,여,47,29,2011,대리,영업,No,49,50,11,101238370,EID-****-608
4314,Employee_0965,여,35,20,2010,주임,재무,No,73,70,4,97261702,EID-****-314
1159,Employee_0966,여,26,9,2016,인턴,개발,No,210,38,4,21715139,EID-****-159
4449,Employee_0967,여,44,22,2012,주임,법무,No,56,49,3,82270765,EID-****-449
5613,Employee_0968,남,47,26,2014,사원,인사,No,177,59,14,69558265,EID-****-613
4824,Employee_0969,남,35,26,2016,대리,영업,No,261,45,12,114575696,EID-****-824
4179,Employee_0970,남,38,18,2016,대리,총무,No,112,35,9,101574202,EID-****-179
465,Employee_0971,남,45,25,2015,인턴,기획,No,237,48,10,34575696,EID-****
4568,Employee_0972,남,34,14,2012,부장,마켓팅,No,74,53,10,141871563,EID-****-568
5329,Employee_0973,남,33,15,2010,대리,재무,No,19,57,7,111210278,EID-****-329
517,Employee_0974,여,36,17,2011,사원,개발,Yes,358,48,7,49452987,EID-****
1725,Employee_0975,남,40,25,2011,사원,영업,No,13,53,8,54031772,EID-****-725
752,Employee_0976,여,45,29,2014,사원,법무,No,137,51,7,55762050,EID-****
3576,Employee_0977,여,37,21,2015,사원,인사,No,53,37,12,51556772,EID-****-576
1368,Employee_0978,남,45,20,2015,사원,총무,No,63,36,16,44575696,EID-****-368
5053,Employee_0979,남,23,3,2013,인턴,기획,No,102,40,11,17792430,EID-****-053
4444,Employee_0980,남,34,15,2012,과장,마켓팅,No,113,39,12,127171563,EID-****-444
1664,Employee_0981,남,42,22,2011,주임,재무,No,153,61,18,91526841,EID-****-664
4811,Employee_0982,남,32,15,2011,사원,개발,No,163,42,14,72726494,EID-****-811
5148,Employee_0983,남,28,8,2015,사원,법무,No,82,35,11,75286354,EID-****-148
3102,Employee_0984,남,38,18,2014,주임,인사,No,233,83,15,96699202,EID-****-102
2131,Employee_0985,남,45,26,2011,대리,총무,No,110,73,5,116060696,EID-****-131
4090,Employee_0986,남,36,17,2016,사원,기획,No,204,42,24,43716633,EID-****-090
1534,Employee_0987,남,43,23,2011,주임,마켓팅,No,153,38,20,94080626,EID-****-534
5130,Employee_0988,여,29,11,2014,주임,재무,No,25,44,0,84251494,EID-****-130
1359,Employee_0989,남,33,14,2011,사원,영업,Yes,226,36,18,69430278,EID-****-359
446,Employee_0990,여,32,16,2011,사원,개발,No,120,52,9,69637848,EID-****
993,Employee_0991,남,36,13,2016,사원,법무,No,54,36,18,48716633,EID-****
4605,Employee_0992,남,30,9,2013,사원,인사,No,158,53,14,74518924,EID-****-605
1526,Employee_0993,남,48,27,2011,차장,영업,Yes,242,50,3,134137050,EID-****-526
4113,Employee_0994,남,41,31,2016,대리,총무,No,200,24,15,98148404,EID-****-113
5496,Employee_0995,남,30,24,2014,대리,기획,No,28,36,13,115231772,EID-****-496
1001,Employee_0996,남,37,19,2013,사원,마켓팅,No,254,71,5,68982917,EID-****-001
2227,Employee_0997,여,44,30,2012,주임,재무,No,56,51,3,82270765,EID-****-227
2904,Employee_0998,남,37,20,2014,주임,영업,Yes,251,61,11,85145417,EID-****-904
182,Employee_0999,남,29,6,2014,인턴,개발,No,153,32,30,38515139,EID-****
1719,Employee_1000,남,45,25,2011,주임,개발,Yes,363,48,20,92575696,EID-****-719
5314,Employee_1001,여,33,16,2010,사원,법무,Yes,176,83,3,64716633,EID-****-314
236,Employee_1002,남,36,18,2010,사원,영업,No,293,52,11,66279133,EID-****
4394,Employee_1003,남,35,13,2011,인턴,인사,No,184,57,7,32944098,EID-****-394
693,Employee_1004,남,30,10,2012,주임,총무,No,113,82,5,91456424,EID-****
4413,Employee_1005,남,32,14,2011,사원,영업,No,138,45,12,42201494,EID-****-413
717,Employee_1006,남,33,13,2012,대리,기획,No,315,66,18,111099028,EID-****
2599,Employee_1007,여,37,22,2013,사원,마켓팅,No,13,76,3,60556772,EID-****-599
3527,Employee_1008,남,50,25,2015,주임,재무,No,236,20,29,81719620,EID-****-527
2143,Employee_1009,남,46,26,2011,주임,개발,No,176,45,20,92729481,EID-****-143
5160,Employee_1010,여,27,15,2015,주임,법무,No,12,43,6,88431772,EID-****-160
5551,Employee_1011,남,28,9,2015,사원,인사,No,76,30,3,75286354,EID-****-551
837,Employee_1012,남,30,9,2012,대리,총무,Yes,287,40,11,106356424,EID-****
1129,Employee_1013,남,28,6,2016,사원,기획,No,52,51,19,72286354,EID-****-129
3353,Employee_1014,남,40,19,2014,사원,마켓팅,No,264,54,13,59556772,EID-****-353
952,Employee_1015,여,27,24,2012,주임,재무,No,120,52,0,82631772,EID-****
479,Employee_1016,여,32,18,2011,주임,개발,No,71,44,10,79900348,EID-****
41,Employee_1017,남,34,16,2011,차장,법무,No,13,41,17,134586603,EID-****
1478,Employee_1018,여,41,24,2011,사원,인사,No,120,44,14,62384411,EID-****-478
1110,Employee_1019,남,35,15,2012,주임,총무,Yes,233,66,5,82287848,EID-****-110
1594,Employee_1020,남,48,30,2014,사원,기획,No,171,72,10,54712050,EID-****-594
3954,Employee_1021,여,48,33,2015,주임,영업,No,169,81,2,97273404,EID-****-954
72,Employee_1022,여,37,24,2012,주임,마켓팅,Yes,241,36,13,90631772,EID-****
127,Employee_1023,남,33,13,2012,사원,재무,No,99,40,11,40292778,EID-****
3382,Employee_1024,남,36,14,2011,주임,개발,No,98,50,15,93126633,EID-****-382
4627,Employee_1025,여,29,13,2013,주임,법무,No,39,51,0,92851494,EID-****-627
1099,Employee_1026,남,30,9,2016,인턴,인사,No,201,39,20,35143924,EID-****-099
1807,Employee_1027,남,43,23,2011,대리,총무,No,28,23,20,113236876,EID-****-807
5172,Employee_1028,여,26,18,2016,사원,기획,No,153,34,8,74002987,EID-****-172
1060,Employee_1029,여,29,22,2015,대리,마켓팅,No,70,56,10,116289341,EID-****-060
2849,Employee_1030,남,39,18,2014,주임,재무,No,90,63,4,95127987,EID-****-849
514,Employee_1031,남,36,19,2011,과장,개발,No,154,48,13,117879133,EID-****
2292,Employee_1032,남,41,20,2012,사원,법무,No,506,44,7,67460557,EID-****-292
1160,Employee_1033,남,28,20,2016,대리,인사,No,225,71,4,104574202,EID-****-160
3033,Employee_1034,남,39,23,2014,인턴,총무,No,328,37,23,30127987,EID-****-033
4268,Employee_1035,남,34,14,2010,과장,기획,No,157,37,7,123677813,EID-****-268
3743,Employee_1036,남,41,21,2015,인턴,마켓팅,No,216,35,11,29985557,EID-****-743
2581,Employee_1037,여,45,29,2012,사원,재무,No,165,51,2,65037050,EID-****-581
1816,Employee_1038,여,46,32,2013,주임,영업,Yes,151,52,13,93290835,EID-****-816
5526,Employee_1039,남,26,5,2015,사원,개발,No,76,27,8,42428785,EID-****-526
1115,Employee_1040,남,26,7,2016,인턴,법무,No,184,38,13,29428785,EID-****-115
2504,Employee_1041,남,40,32,2013,대리,인사,No,315,54,3,114957120,EID-****-504
3031,Employee_1042,남,38,21,2014,인턴,총무,No,242,42,21,28924202,EID-****-031
3640,Employee_1043,여,35,22,2015,인턴,기획,No,199,36,14,37574202,EID-****-640
298,Employee_1044,남,38,18,2010,대리,마켓팅,Yes,173,42,8,102774202,EID-****
3046,Employee_1045,남,43,31,2015,대리,재무,No,99,34,26,104005974,EID-****-046
541,Employee_1046,남,35,18,2011,사원,영업,No,58,48,18,66450348,EID-****
2485,Employee_1047,남,39,18,2013,대리,개발,No,124,49,16,101127987,EID-****-485
4884,Employee_1048,남,34,12,2012,주임,법무,Yes,233,80,10,80859063,EID-****-884
3733,Employee_1049,남,37,30,2015,차장,개발,No,67,30,17,130433265,EID-****-733
4102,Employee_1050,남,35,13,2016,사원,인사,No,199,35,14,42287848,EID-****-102
160,Employee_1051,여,31,16,2013,사원,총무,No,13,49,6,41359063,EID-****
1114,Employee_1052,남,32,13,2016,사원,기획,No,96,32,27,53001494,EID-****-114
3762,Employee_1053,남,38,19,2015,사원,마켓팅,No,332,37,24,49574202,EID-****-762
3025,Employee_1054,여,31,14,2012,주임,재무,No,5,46,11,89084063,EID-****-025
2929,Employee_1055,여,37,22,2014,인턴,개발,No,167,53,9,19556772,EID-****-929
512,Employee_1056,남,30,12,2011,이사,영업,No,33,68,7,144606424,EID-****
304,Employee_1057,여,36,28,2011,대리,영업,Yes,185,44,1,101440835,EID-****
3913,Employee_1058,남,45,25,2015,사원,법무,No,218,37,11,59575696,EID-****-913
2598,Employee_1059,남,37,19,2012,사원,인사,No,8,29,5,66082917,EID-****-598
2675,Employee_1060,남,45,25,2013,과장,총무,No,58,59,12,124700696,EID-****-675
5052,Employee_1061,남,33,22,2012,사원,기획,No,65,50,13,71118126,EID-****-052
3786,Employee_1062,여,36,31,2015,사원,마켓팅,No,211,30,5,46290835,EID-****-786
4713,Employee_1063,여,30,13,2014,인턴,영업,No,256,35,9,10192778,EID-****-713
5487,Employee_1064,남,31,12,2014,사원,영업,No,188,40,13,72872709,EID-****-487
697,Employee_1065,여,31,12,2012,주임,재무,No,26,60,9,86184063,EID-****
3338,Employee_1066,여,38,22,2014,사원,개발,No,8,52,7,58985557,EID-****-338
5584,Employee_1067,남,37,19,2010,사원,법무,Yes,364,61,3,65145417,EID-****-584
1322,Employee_1068,남,33,14,2011,사원,인사,No,55,65,6,73780278,EID-****-322
4131,Employee_1069,남,47,28,2012,주임,총무,No,159,38,15,94183265,EID-****-131
266,Employee_1070,여,43,24,2011,사원,영업,No,144,58,11,65179481,EID-****
5592,Employee_1071,여,35,31,2015,사원,기획,No,179,37,14,44862050,EID-****-592
85,Employee_1072,남,31,12,2011,사원,마켓팅,No,225,48,11,50312709,EID-****
715,Employee_1073,여,30,16,2012,사원,재무,No,385,51,9,53780278,EID-****
2558,Employee_1074,남,41,23,2013,주임,개발,No,13,48,12,94885557,EID-****-558
754,Employee_1075,남,35,16,2012,대리,법무,No,50,43,17,98600348,EID-****
665,Employee_1076,여,30,14,2012,주임,인사,No,117,53,2,83580278,EID-****
3710,Employee_1077,남,51,32,2015,대리,총무,No,48,36,4,113148404,EID-****-710
4622,Employee_1078,남,36,14,2012,대리,기획,No,295,43,11,100554133,EID-****-622
5515,Employee_1079,여,29,11,2014,주임,마켓팅,No,68,76,7,93351494,EID-****-515
1837,Employee_1080,여,37,20,2013,주임,재무,No,2,68,7,90781772,EID-****-837
4921,Employee_1081,남,32,22,2014,주임,개발,No,85,42,20,93314341,EID-****-921
772,Employee_1082,남,30,13,2012,대리,법무,No,234,41,15,106306424,EID-****
1479,Employee_1083,남,41,21,2011,사원,영업,No,132,26,17,55035557,EID-****-479
4504,Employee_1084,남,39,19,2012,사원,영업,No,163,39,4,64002987,EID-****-504
5566,Employee_1085,남,30,10,2015,주임,인사,No,146,75,5,78143924,EID-****-566
4291,Employee_1086,남,39,30,2011,부장,총무,No,191,65,11,139580835,EID-****-291
4361,Employee_1087,여,48,32,2015,사원,기획,No,120,54,9,56148404,EID-****-361
2620,Employee_1088,남,33,16,2010,대리,마켓팅,Yes,280,44,12,102330278,EID-****-620
18,Employee_1089,남,31,10,2011,과장,재무,No,183,61,12,123400546,EID-****
2887,Employee_1090,남,34,14,2012,주임,개발,No,160,55,20,91209063,EID-****-887
4930,Employee_1091,남,29,9,2015,사원,법무,No,55,32,23,47615139,EID-****-930
152,Employee_1092,남,32,12,2013,주임,인사,No,52,47,21,91101494,EID-****
5632,Employee_1093,남,28,7,2015,사원,총무,No,194,31,4,65286354,EID-****-632
1592,Employee_1094,여,39,24,2011,인턴,기획,No,154,59,6,34464341,EID-****-592
3523,Employee_1095,남,38,16,2015,차장,마켓팅,No,109,51,17,134574202,EID-****-523
1307,Employee_1096,남,36,16,2010,사원,재무,No,345,37,24,65616633,EID-****-307
652,Employee_1097,남,35,16,2012,인턴,영업,No,166,51,5,33337848,EID-****
2106,Employee_1098,남,47,25,2011,주임,개발,No,173,44,11,78608265,EID-****-106
5559,Employee_1099,남,29,16,2015,사원,법무,No,22,28,18,54002987,EID-****-559
2267,Employee_1100,남,47,28,2012,주임,인사,No,120,41,15,88952015,EID-****-267
4008,Employee_1101,남,40,19,2012,주임,총무,No,114,50,10,78625522,EID-****-008
5629,Employee_1102,남,27,8,2015,인턴,기획,No,209,37,27,33857570,EID-****-629
5296,Employee_1103,여,31,14,2010,사원,마켓팅,No,276,59,5,71179063,EID-****-296
2140,Employee_1104,남,41,21,2011,대리,재무,No,67,54,9,109685557,EID-****-140
4507,Employee_1105,남,33,13,2012,대리,개발,No,28,47,11,110142778,EID-****-507
1174,Employee_1106,남,26,9,2016,사원,법무,No,90,35,6,44428785,EID-****-174
4916,Employee_1107,여,26,10,2014,사원,인사,No,120,35,7,43615139,EID-****-916
76,Employee_1108,남,36,20,2016,사원,총무,No,479,72,16,43716633,EID-****
3724,Employee_1109,여,36,20,2015,사원,기획,No,182,29,16,54002987,EID-****-724
3400,Employee_1110,남,52,31,2012,대리,마켓팅,No,133,56,9,101327189,EID-****-400
1812,Employee_1111,여,40,22,2011,사원,재무,No,153,44,9,61318126,EID-****-812
3280,Employee_1112,남,42,20,2014,인턴,개발,No,230,37,7,34414341,EID-****-280
3164,Employee_1113,남,51,34,2011,이사,법무,No,79,61,11,144779654,EID-****-164
1189,Employee_1114,남,26,4,2016,인턴,인사,No,203,44,21,29428785,EID-****-189
2922,Employee_1115,남,39,19,2014,주임,총무,No,147,66,17,95127987,EID-****-922
1108,Employee_1116,남,29,11,2016,사원,기획,No,56,33,7,63715139,EID-****-108
4571,Employee_1117,남,29,21,2012,주임,마켓팅,No,34,47,9,96527987,EID-****-571
433,Employee_1118,남,50,30,2015,대리,재무,No,95,43,7,97844620,EID-****
3833,Employee_1119,남,37,15,2015,사원,개발,No,31,46,15,73145417,EID-****-833
4995,Employee_1120,남,33,13,2010,과장,개발,Yes,375,83,16,129280278,EID-****-995
757,Employee_1121,남,31,13,2012,사원,영업,Yes,377,34,1,70997709,EID-****
350,Employee_1122,남,33,13,2011,인턴,법무,No,173,57,15,34485278,EID-****
364,Employee_1123,남,44,25,2011,사원,인사,No,584,36,11,75434411,EID-****
1195,Employee_1124,여,24,9,2016,사원,총무,No,35,54,2,58857570,EID-****-195
509,Employee_1125,남,38,19,2016,주임,기획,No,200,64,16,86574202,EID-****
3720,Employee_1126,여,36,18,2015,사원,마켓팅,No,187,43,4,59002987,EID-****-720
646,Employee_1127,여,37,23,2011,주임,재무,No,71,51,9,87044272,EID-****
4779,Employee_1128,남,26,7,2016,사원,영업,No,176,50,7,69428785,EID-****-779
2940,Employee_1129,남,39,20,2014,대리,개발,No,80,73,4,114077987,EID-****-940
2494,Employee_1130,남,51,32,2011,과장,법무,No,153,39,15,128973404,EID-****-494
4569,Employee_1131,여,34,31,2012,부장,인사,No,39,88,9,136970765,EID-****-569
4182,Employee_1132,남,39,22,2016,사원,총무,No,59,41,8,58002987,EID-****-182
1591,Employee_1133,남,45,27,2014,주임,기획,No,165,35,16,78700696,EID-****-591
2210,Employee_1134,남,42,24,2012,사원,마켓팅,Yes,241,67,8,65289341,EID-****-210
5466,Employee_1135,남,32,13,2014,사원,재무,No,86,36,7,59301494,EID-****-466
1256,Employee_1136,남,33,15,2010,사원,개발,Yes,187,42,21,46430278,EID-****-256
2008,Employee_1137,남,50,28,2012,대리,법무,No,175,67,9,110319620,EID-****-008
1068,Employee_1138,남,33,15,2015,사원,인사,No,43,57,7,57430278,EID-****-068
1127,Employee_1139,남,29,10,2016,인턴,총무,No,179,50,19,8715139,EID-****-127
5703,Employee_1140,남,25,4,2016,주임,기획,No,92,41,22,83000000,EID-****-703
5295,Employee_1141,남,33,15,2010,주임,마켓팅,No,75,63,4,77050278,EID-****-295
4942,Employee_1142,여,27,8,2015,사원,재무,No,20,52,10,57043924,EID-****-942
5740,Employee_1143,남,28,12,2016,주임,개발,No,109,22,22,92286354,EID-****-740
3551,Employee_1144,남,43,25,2011,사원,법무,Yes,188,63,21,70993126,EID-****-551
4039,Employee_1145,남,48,31,2015,주임,인사,No,17,31,14,89987050,EID-****-039
3984,Employee_1146,남,37,16,2015,인턴,영업,No,191,37,19,23145417,EID-****-984
1792,Employee_1147,남,42,31,2011,상무,개발,No,90,45,11,158477189,EID-****-792
3265,Employee_1148,남,40,23,2011,사원,총무,Yes,584,38,14,66231772,EID-****-265
1811,Employee_1149,남,30,8,2011,사원,기획,No,170,49,13,54993924,EID-****-811
4069,Employee_1150,여,38,25,2015,주임,마켓팅,No,5,56,10,82985557,EID-****-069
1708,Employee_1151,남,41,22,2014,사원,재무,No,8,37,19,64260557,EID-****-708
2886,Employee_1152,여,38,23,2014,주임,개발,No,34,83,7,85985557,EID-****-886
4151,Employee_1153,남,37,15,2016,사원,법무,No,62,35,12,50145417,EID-****-151
2939,Employee_1154,남,40,19,2014,사원,인사,Yes,240,46,10,57431772,EID-****-939
4707,Employee_1155,여,27,13,2014,사원,총무,No,33,49,13,66668924,EID-****-707
3531,Employee_1156,남,39,31,2015,주임,기획,No,258,22,24,83290835,EID-****-531
4064,Employee_1157,여,36,22,2015,사원,마켓팅,No,33,48,5,54002987,EID-****-064
2056,Employee_1158,남,41,31,2011,대리,재무,Yes,630,72,4,99348404,EID-****-056
4345,Employee_1159,남,32,11,2012,사원,개발,No,86,44,24,43845244,EID-****-345
1578,Employee_1160,남,34,11,2013,사원,법무,No,263,37,14,69359063,EID-****-578
4832,Employee_1161,남,32,12,2012,사원,인사,Yes,197,24,15,47576494,EID-****-832
5499,Employee_1162,남,32,11,2014,사원,총무,No,182,50,22,59301494,EID-****-499
1046,Employee_1163,남,29,11,2015,사원,기획,No,89,28,9,66715139,EID-****-046
5403,Employee_1164,남,29,18,2013,주임,마켓팅,No,162,64,19,79877987,EID-****-403
422,Employee_1165,남,33,13,2011,대리,재무,No,8,40,14,103742778,EID-****
1134,Employee_1166,남,29,6,2016,인턴,개발,No,159,43,19,33715139,EID-****-134
4804,Employee_1167,여,29,14,2011,주임,법무,Yes,346,66,5,83513994,EID-****-804
3955,Employee_1168,여,42,28,2015,인턴,인사,No,120,36,13,23700696,EID-****-955
5239,Employee_1169,남,28,8,2016,인턴,총무,No,196,22,24,37286354,EID-****-239
3826,Employee_1170,남,53,33,2014,대리,기획,No,40,25,6,105130974,EID-****-826
5509,Employee_1171,남,39,20,2012,차장,마켓팅,No,126,68,2,134465487,EID-****-509
3874,Employee_1172,남,43,23,2015,사원,재무,No,47,54,14,66718126,EID-****-874
1932,Employee_1173,여,38,23,2011,과장,개발,No,71,61,3,118035557,EID-****-932
927,Employee_1174,여,28,14,2012,사원,법무,No,120,53,13,40885209,EID-****
714,Employee_1175,남,31,14,2012,사원,인사,No,153,43,24,68122709,EID-****
5350,Employee_1176,남,34,16,2010,대리,영업,Yes,252,50,13,109434063,EID-****-350
5154,Employee_1177,남,38,14,2012,사원,총무,No,373,29,14,59586702,EID-****-154
1933,Employee_1178,남,46,28,2011,사원,기획,No,13,53,23,65204481,EID-****-933
4483,Employee_1179,여,31,12,2012,주임,마켓팅,No,31,37,10,85321563,EID-****-483
4306,Employee_1180,남,33,11,2010,사원,재무,Yes,400,35,14,48430278,EID-****-306
2545,Employee_1181,남,41,21,2013,과장,개발,No,68,43,22,118985557,EID-****-545
1557,Employee_1182,남,42,24,2011,사원,법무,No,248,51,5,71464341,EID-****-557
1487,Employee_1183,여,40,26,2011,사원,인사,No,204,49,7,75893126,EID-****-487
1495,Employee_1184,여,52,36,2011,사원,총무,No,120,47,10,53063544,EID-****-495
1492,Employee_1185,남,43,24,2011,주임,영업,No,298,36,5,92936876,EID-****-492
3629,Employee_1186,여,36,21,2015,사원,영업,No,2,31,16,44002987,EID-****-629
5075,Employee_1187,여,30,12,2013,사원,영업,No,144,41,1,60480278,EID-****-075
1961,Employee_1188,여,32,26,2012,사원,영업,No,97,41,4,64125696,EID-****-961
3318,Employee_1189,남,39,23,2014,주임,기획,No,28,47,3,95127987,EID-****-318
921,Employee_1190,여,45,43,2013,주임,마켓팅,No,36,58,7,79274898,EID-****
5393,Employee_1191,남,32,15,2013,사원,영업,No,305,26,16,50826494,EID-****-393
247,Employee_1192,남,45,25,2013,과장,재무,No,118,42,11,124700696,EID-****
2288,Employee_1193,여,43,26,2012,대리,영업,No,57,65,6,103054481,EID-****-288
5742,Employee_1194,남,27,5,2016,인턴,개발,No,105,33,25,35857570,EID-****-742
5594,Employee_1195,남,30,11,2015,주임,법무,Yes,209,37,5,85143924,EID-****-594
3680,Employee_1196,남,37,19,2012,사원,인사,No,222,36,12,76232917,EID-****-680
5083,Employee_1197,여,47,32,2011,주임,총무,No,33,63,11,85894620,EID-****-083
5574,Employee_1198,여,27,13,2015,사원,기획,No,70,61,2,66143924,EID-****-574
937,Employee_1199,남,32,10,2012,인턴,마켓팅,No,174,57,5,29826494,EID-****
908,Employee_1200,여,29,13,2012,사원,영업,No,120,53,3,43426494,EID-****
1282,Employee_1201,남,34,14,2010,대리,개발,No,153,48,9,113609063,EID-****-282
379,Employee_1202,남,33,15,2011,사원,재무,No,242,83,10,59005278,EID-****
444,Employee_1203,여,31,14,2014,주임,개발,No,5,53,11,76884063,EID-****
4883,Employee_1204,여,29,12,2012,주임,법무,No,150,78,8,83101494,EID-****-883
5308,Employee_1205,여,35,18,2010,사원,인사,No,218,59,6,57404202,EID-****-308
470,Employee_1206,남,31,9,2011,주임,총무,No,177,65,9,95862709,EID-****
5502,Employee_1207,남,28,5,2014,사원,기획,No,75,34,14,53586354,EID-****-502
66,Employee_1208,남,33,13,2011,대리,마켓팅,No,26,22,26,97690278,EID-****
1645,Employee_1209,여,38,18,2011,사원,재무,No,239,44,14,58035557,EID-****-645
2451,Employee_1210,남,32,23,2013,주임,개발,No,83,33,12,93714341,EID-****-451
5571,Employee_1211,남,29,6,2015,사원,법무,No,151,39,11,76715139,EID-****-571
1806,Employee_1212,남,41,24,2011,사원,인사,No,195,38,14,45060557,EID-****-806
5714,Employee_1213,남,45,26,2014,사원,총무,No,467,38,14,63700696,EID-****-714
3299,Employee_1214,남,41,17,2012,사원,기획,No,153,40,24,42460557,EID-****-299
5145,Employee_1215,여,52,35,2016,대리,마켓팅,No,38,26,14,98863544,EID-****-145
2585,Employee_1216,여,37,20,2013,인턴,재무,No,120,56,12,25556772,EID-****-585
4316,Employee_1217,여,30,13,2011,사원,영업,No,243,60,0,66255278,EID-****-316
3905,Employee_1218,남,37,19,2015,사원,개발,No,57,46,6,58145417,EID-****-905
4807,Employee_1219,남,35,14,2011,사원,법무,No,186,55,1,59312848,EID-****-807
2822,Employee_1220,남,40,24,2014,사원,인사,No,200,40,4,69556772,EID-****-822
2974,Employee_1221,남,38,21,2014,주임,총무,No,29,28,23,83699202,EID-****-974
2551,Employee_1222,남,41,23,2013,사원,기획,No,270,41,21,64623057,EID-****-551
555,Employee_1223,남,35,13,2011,사원,영업,No,223,58,8,46900348,EID-****
1920,Employee_1224,여,40,35,2011,대리,마켓팅,No,194,36,11,108205974,EID-****-920
3885,Employee_1225,남,37,15,2015,대리,재무,No,83,29,3,108145417,EID-****-885
2667,Employee_1226,남,41,34,2013,주임,개발,No,190,52,12,96323404,EID-****-667
4265,Employee_1227,남,35,16,2010,차장,법무,Yes,281,41,22,130287848,EID-****-265
2629,Employee_1228,남,39,32,2013,사원,인사,No,338,58,10,69053335,EID-****-629
2297,Employee_1229,남,47,29,2014,주임,총무,Yes,161,35,12,89433265,EID-****-297
497,Employee_1230,남,37,16,2011,주임,기획,No,33,53,7,94120417,EID-****
1379,Employee_1231,남,33,14,2012,사원,마켓팅,No,177,47,11,71255278,EID-****-379
3729,Employee_1232,남,37,18,2015,사원,재무,No,190,61,13,48145417,EID-****-729
4203,Employee_1233,여,32,13,2012,주임,개발,No,101,72,7,77350348,EID-****-203
5469,Employee_1234,남,32,12,2014,사원,법무,No,8,37,19,51401494,EID-****-469
2583,Employee_1235,여,38,24,2013,사원,인사,No,20,45,4,61985557,EID-****-583
1819,Employee_1236,남,41,23,2011,대리,총무,No,156,48,18,100035557,EID-****-819
2669,Employee_1237,남,40,21,2013,주임,기획,No,300,37,23,77556772,EID-****-669
5497,Employee_1238,여,47,31,2012,사원,영업,Yes,335,35,4,42894620,EID-****-497
1513,Employee_1239,남,40,19,2011,사원,개발,No,190,52,8,68606772,EID-****-513
3550,Employee_1240,남,45,25,2015,대리,마켓팅,No,56,49,12,110700696,EID-****-550
5712,Employee_1241,남,26,7,2016,인턴,재무,No,34,30,13,14428785,EID-****-712
54,Employee_1242,남,32,23,2011,주임,개발,No,44,40,11,94549341,EID-****
217,Employee_1243,남,39,24,2010,주임,개발,Yes,158,61,22,77952987,EID-****
4474,Employee_1244,남,31,12,2012,인턴,법무,No,204,48,12,28072709,EID-****-474
1739,Employee_1245,남,44,26,2011,사원,인사,Yes,373,53,18,68971911,EID-****-739
1747,Employee_1246,남,43,25,2011,주임,총무,No,209,51,17,87655626,EID-****-747
3401,Employee_1247,여,37,29,2015,과장,기획,No,57,51,4,127719620,EID-****-401
2312,Employee_1248,남,40,19,2012,주임,마켓팅,No,13,34,1,95606772,EID-****-312
4172,Employee_1249,남,41,23,2016,주임,재무,No,53,27,3,80860557,EID-****-172
1498,Employee_1250,남,44,28,2013,과장,개발,No,118,43,11,123271911,EID-****-498
601,Employee_1251,남,31,12,2011,인턴,법무,No,192,37,24,31102709,EID-****
158,Employee_1252,남,32,9,2013,사원,인사,No,219,35,21,45501494,EID-****
3714,Employee_1253,남,40,27,2015,대리,총무,No,226,27,15,104719620,EID-****-714
329,Employee_1254,남,34,12,2010,사원,기획,No,153,50,15,63171563,EID-****
4086,Employee_1255,남,35,17,2015,주임,마켓팅,No,31,56,5,86187848,EID-****-086
1776,Employee_1256,여,42,28,2014,주임,재무,No,103,51,9,91925696,EID-****-776
